Input.text1,Input.text2,Answer.semantic-similarity.label,Input.run_type,Input.dataset,Answer.semantic-similarity.label,Input.run_type,Input.dataset,Title,Description
i found the movie as divided against itself as the dysfunctional family it portrays, i proved the movie as shared against itself as the dysfunctional family it portrays,Strongly Disagree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
i found the movie as divided against itself as the dysfunctional family it portrays, i proved the movie as shared against itself as the dysfunctional family it portrays,Agree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
i found the movie as divided against itself as the dysfunctional family it portrays, i proved the movie as shared against itself as the dysfunctional family it portrays,Agree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
i found the movie as divided against itself as the dysfunctional family it portrays, i proved the movie as shared against itself as the dysfunctional family it portrays,Disagree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
i found the movie as divided against itself as the dysfunctional family it portrays, i proved the movie as shared against itself as the dysfunctional family it portrays,Disagree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
i found the movie as divided against itself as the dysfunctional family it portrays, i proved the movie as shared against itself as the dysfunctional family it portrays,Disagree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
i found the movie as divided against itself as the dysfunctional family it portrays, i proved the movie as shared against itself as the dysfunctional family it portrays,Agree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
i found the movie as divided against itself as the dysfunctional family it portrays, i proved the movie as shared against itself as the dysfunctional family it portrays,Strongly Disagree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
i found the movie as divided against itself as the dysfunctional family it portrays, i proved the movie as shared against itself as the dysfunctional family it portrays,Agree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
i found the movie as divided against itself as the dysfunctional family it portrays, i proved the movie as shared against itself as the dysfunctional family it portrays,Agree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
i found the movie as divided against itself as the dysfunctional family it portrays, i proved the movie as shared against itself as the dysfunctional family it portrays,Agree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
" it is life affirming and heartbreaking, sweet without the decay factor, funny and sad","it is life affirming and heartbreaking, sweet without the decay factor, comedic and miserable",Strongly Disagree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
" it is life affirming and heartbreaking, sweet without the decay factor, funny and sad","it is life affirming and heartbreaking, sweet without the decay factor, comedic and miserable",Disagree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
" it is life affirming and heartbreaking, sweet without the decay factor, funny and sad","it is life affirming and heartbreaking, sweet without the decay factor, comedic and miserable",Not sure,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
" it is life affirming and heartbreaking, sweet without the decay factor, funny and sad","it is life affirming and heartbreaking, sweet without the decay factor, comedic and miserable",Not sure,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
" it is life affirming and heartbreaking, sweet without the decay factor, funny and sad","it is life affirming and heartbreaking, sweet without the decay factor, comedic and miserable",Not sure,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
" it is life affirming and heartbreaking, sweet without the decay factor, funny and sad","it is life affirming and heartbreaking, sweet without the decay factor, comedic and miserable",Agree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
" it is life affirming and heartbreaking, sweet without the decay factor, funny and sad","it is life affirming and heartbreaking, sweet without the decay factor, comedic and miserable",Agree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
" it is life affirming and heartbreaking, sweet without the decay factor, funny and sad","it is life affirming and heartbreaking, sweet without the decay factor, comedic and miserable",Agree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
" it is life affirming and heartbreaking, sweet without the decay factor, funny and sad","it is life affirming and heartbreaking, sweet without the decay factor, comedic and miserable",Agree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
" it is life affirming and heartbreaking, sweet without the decay factor, funny and sad","it is life affirming and heartbreaking, sweet without the decay factor, comedic and miserable",Agree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
" it is life affirming and heartbreaking, sweet without the decay factor, funny and sad","it is life affirming and heartbreaking, sweet without the decay factor, comedic and miserable",Strongly Agree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
" it is life affirming and heartbreaking, sweet without the decay factor, funny and sad","it is life affirming and heartbreaking, sweet without the decay factor, comedic and miserable",Strongly Agree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
" it is life affirming and heartbreaking, sweet without the decay factor, funny and sad","it is life affirming and heartbreaking, sweet without the decay factor, comedic and miserable",Strongly Agree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
" it is life affirming and heartbreaking, sweet without the decay factor, funny and sad","it is life affirming and heartbreaking, sweet without the decay factor, comedic and miserable",Strongly Agree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
" it is life affirming and heartbreaking, sweet without the decay factor, funny and sad","it is life affirming and heartbreaking, sweet without the decay factor, comedic and miserable",Strongly Agree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
" it is life affirming and heartbreaking, sweet without the decay factor, funny and sad","it is life affirming and heartbreaking, sweet without the decay factor, comedic and miserable",Strongly Agree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
" it is life affirming and heartbreaking, sweet without the decay factor, funny and sad","it is life affirming and heartbreaking, sweet without the decay factor, comedic and miserable",Strongly Agree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
" it is life affirming and heartbreaking, sweet without the decay factor, funny and sad","it is life affirming and heartbreaking, sweet without the decay factor, comedic and miserable",Agree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
" it is life affirming and heartbreaking, sweet without the decay factor, funny and sad","it is life affirming and heartbreaking, sweet without the decay factor, comedic and miserable",Agree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
" it is life affirming and heartbreaking, sweet without the decay factor, funny and sad","it is life affirming and heartbreaking, sweet without the decay factor, comedic and miserable",Agree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
" it is life affirming and heartbreaking, sweet without the decay factor, funny and sad","it is life affirming and heartbreaking, sweet without the decay factor, comedic and miserable",Agree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
" it is life affirming and heartbreaking, sweet without the decay factor, funny and sad","it is life affirming and heartbreaking, sweet without the decay factor, comedic and miserable",Agree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
" it is life affirming and heartbreaking, sweet without the decay factor, funny and sad","it is life affirming and heartbreaking, sweet without the decay factor, comedic and miserable",Agree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
" it is life affirming and heartbreaking, sweet without the decay factor, funny and sad","it is life affirming and heartbreaking, sweet without the decay factor, comedic and miserable",Strongly Disagree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
" it is life affirming and heartbreaking, sweet without the decay factor, funny and sad","it is life affirming and heartbreaking, sweet without the decay factor, comedic and miserable",Strongly Disagree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
" it is life affirming and heartbreaking, sweet without the decay factor, funny and sad","it is life affirming and heartbreaking, sweet without the decay factor, comedic and miserable",Strongly Disagree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
" it is life affirming and heartbreaking, sweet without the decay factor, funny and sad","it is life affirming and heartbreaking, sweet without the decay factor, comedic and miserable",Strongly Disagree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
" it is life affirming and heartbreaking, sweet without the decay factor, funny and sad","it is life affirming and heartbreaking, sweet without the decay factor, comedic and miserable",Strongly Disagree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
" it is life affirming and heartbreaking, sweet without the decay factor, funny and sad","it is life affirming and heartbreaking, sweet without the decay factor, comedic and miserable",Strongly Disagree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
" it is life affirming and heartbreaking, sweet without the decay factor, funny and sad","it is life affirming and heartbreaking, sweet without the decay factor, comedic and miserable",Strongly Disagree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
" it is life affirming and heartbreaking, sweet without the decay factor, funny and sad","it is life affirming and heartbreaking, sweet without the decay factor, comedic and miserable",Strongly Disagree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
went in to get a quick haircut one morning and the stylist cut my hair crooked i am not sure how she did not notice because it was prerty bad went somewhere else to have it fixed,grabbed in to receives a quick severing one morning and the hairstylist reduction my ponytail perverse i am not sure how she did not notice since it was prerty bad went somewhere else to have it fix,Strongly Disagree,jin,yelp_polarity,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
went in to get a quick haircut one morning and the stylist cut my hair crooked i am not sure how she did not notice because it was prerty bad went somewhere else to have it fixed,grabbed in to receives a quick severing one morning and the hairstylist reduction my ponytail perverse i am not sure how she did not notice since it was prerty bad went somewhere else to have it fix,Strongly Disagree,jin,yelp_polarity,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
went in to get a quick haircut one morning and the stylist cut my hair crooked i am not sure how she did not notice because it was prerty bad went somewhere else to have it fixed,grabbed in to receives a quick severing one morning and the hairstylist reduction my ponytail perverse i am not sure how she did not notice since it was prerty bad went somewhere else to have it fix,Strongly Disagree,jin,yelp_polarity,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
went in to get a quick haircut one morning and the stylist cut my hair crooked i am not sure how she did not notice because it was prerty bad went somewhere else to have it fixed,grabbed in to receives a quick severing one morning and the hairstylist reduction my ponytail perverse i am not sure how she did not notice since it was prerty bad went somewhere else to have it fix,Strongly Disagree,jin,yelp_polarity,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
went in to get a quick haircut one morning and the stylist cut my hair crooked i am not sure how she did not notice because it was prerty bad went somewhere else to have it fixed,grabbed in to receives a quick severing one morning and the hairstylist reduction my ponytail perverse i am not sure how she did not notice since it was prerty bad went somewhere else to have it fix,Strongly Disagree,jin,yelp_polarity,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
went in to get a quick haircut one morning and the stylist cut my hair crooked i am not sure how she did not notice because it was prerty bad went somewhere else to have it fixed,grabbed in to receives a quick severing one morning and the hairstylist reduction my ponytail perverse i am not sure how she did not notice since it was prerty bad went somewhere else to have it fix,Strongly Disagree,jin,yelp_polarity,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
went in to get a quick haircut one morning and the stylist cut my hair crooked i am not sure how she did not notice because it was prerty bad went somewhere else to have it fixed,grabbed in to receives a quick severing one morning and the hairstylist reduction my ponytail perverse i am not sure how she did not notice since it was prerty bad went somewhere else to have it fix,Disagree,jin,yelp_polarity,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
went in to get a quick haircut one morning and the stylist cut my hair crooked i am not sure how she did not notice because it was prerty bad went somewhere else to have it fixed,grabbed in to receives a quick severing one morning and the hairstylist reduction my ponytail perverse i am not sure how she did not notice since it was prerty bad went somewhere else to have it fix,Not sure,jin,yelp_polarity,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
went in to get a quick haircut one morning and the stylist cut my hair crooked i am not sure how she did not notice because it was prerty bad went somewhere else to have it fixed,grabbed in to receives a quick severing one morning and the hairstylist reduction my ponytail perverse i am not sure how she did not notice since it was prerty bad went somewhere else to have it fix,Not sure,jin,yelp_polarity,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
went in to get a quick haircut one morning and the stylist cut my hair crooked i am not sure how she did not notice because it was prerty bad went somewhere else to have it fixed,grabbed in to receives a quick severing one morning and the hairstylist reduction my ponytail perverse i am not sure how she did not notice since it was prerty bad went somewhere else to have it fix,Not sure,jin,yelp_polarity,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
went in to get a quick haircut one morning and the stylist cut my hair crooked i am not sure how she did not notice because it was prerty bad went somewhere else to have it fixed,grabbed in to receives a quick severing one morning and the hairstylist reduction my ponytail perverse i am not sure how she did not notice since it was prerty bad went somewhere else to have it fix,Agree,jin,yelp_polarity,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
went in to get a quick haircut one morning and the stylist cut my hair crooked i am not sure how she did not notice because it was prerty bad went somewhere else to have it fixed,grabbed in to receives a quick severing one morning and the hairstylist reduction my ponytail perverse i am not sure how she did not notice since it was prerty bad went somewhere else to have it fix,Agree,jin,yelp_polarity,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
went in to get a quick haircut one morning and the stylist cut my hair crooked i am not sure how she did not notice because it was prerty bad went somewhere else to have it fixed,grabbed in to receives a quick severing one morning and the hairstylist reduction my ponytail perverse i am not sure how she did not notice since it was prerty bad went somewhere else to have it fix,Agree,jin,yelp_polarity,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
went in to get a quick haircut one morning and the stylist cut my hair crooked i am not sure how she did not notice because it was prerty bad went somewhere else to have it fixed,grabbed in to receives a quick severing one morning and the hairstylist reduction my ponytail perverse i am not sure how she did not notice since it was prerty bad went somewhere else to have it fix,Agree,jin,yelp_polarity,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
went in to get a quick haircut one morning and the stylist cut my hair crooked i am not sure how she did not notice because it was prerty bad went somewhere else to have it fixed,grabbed in to receives a quick severing one morning and the hairstylist reduction my ponytail perverse i am not sure how she did not notice since it was prerty bad went somewhere else to have it fix,Strongly Agree,jin,yelp_polarity,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
went in to get a quick haircut one morning and the stylist cut my hair crooked i am not sure how she did not notice because it was prerty bad went somewhere else to have it fixed,grabbed in to receives a quick severing one morning and the hairstylist reduction my ponytail perverse i am not sure how she did not notice since it was prerty bad went somewhere else to have it fix,Strongly Agree,jin,yelp_polarity,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
went in to get a quick haircut one morning and the stylist cut my hair crooked i am not sure how she did not notice because it was prerty bad went somewhere else to have it fixed,grabbed in to receives a quick severing one morning and the hairstylist reduction my ponytail perverse i am not sure how she did not notice since it was prerty bad went somewhere else to have it fix,Strongly Agree,jin,yelp_polarity,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
went in to get a quick haircut one morning and the stylist cut my hair crooked i am not sure how she did not notice because it was prerty bad went somewhere else to have it fixed,grabbed in to receives a quick severing one morning and the hairstylist reduction my ponytail perverse i am not sure how she did not notice since it was prerty bad went somewhere else to have it fix,Strongly Agree,jin,yelp_polarity,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
went in to get a quick haircut one morning and the stylist cut my hair crooked i am not sure how she did not notice because it was prerty bad went somewhere else to have it fixed,grabbed in to receives a quick severing one morning and the hairstylist reduction my ponytail perverse i am not sure how she did not notice since it was prerty bad went somewhere else to have it fix,Strongly Disagree,jin,yelp_polarity,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
went in to get a quick haircut one morning and the stylist cut my hair crooked i am not sure how she did not notice because it was prerty bad went somewhere else to have it fixed,grabbed in to receives a quick severing one morning and the hairstylist reduction my ponytail perverse i am not sure how she did not notice since it was prerty bad went somewhere else to have it fix,Strongly Disagree,jin,yelp_polarity,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
went in to get a quick haircut one morning and the stylist cut my hair crooked i am not sure how she did not notice because it was prerty bad went somewhere else to have it fixed,grabbed in to receives a quick severing one morning and the hairstylist reduction my ponytail perverse i am not sure how she did not notice since it was prerty bad went somewhere else to have it fix,Strongly Disagree,jin,yelp_polarity,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
went in to get a quick haircut one morning and the stylist cut my hair crooked i am not sure how she did not notice because it was prerty bad went somewhere else to have it fixed,grabbed in to receives a quick severing one morning and the hairstylist reduction my ponytail perverse i am not sure how she did not notice since it was prerty bad went somewhere else to have it fix,Strongly Disagree,jin,yelp_polarity,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
went in to get a quick haircut one morning and the stylist cut my hair crooked i am not sure how she did not notice because it was prerty bad went somewhere else to have it fixed,grabbed in to receives a quick severing one morning and the hairstylist reduction my ponytail perverse i am not sure how she did not notice since it was prerty bad went somewhere else to have it fix,Strongly Disagree,jin,yelp_polarity,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
went in to get a quick haircut one morning and the stylist cut my hair crooked i am not sure how she did not notice because it was prerty bad went somewhere else to have it fixed,grabbed in to receives a quick severing one morning and the hairstylist reduction my ponytail perverse i am not sure how she did not notice since it was prerty bad went somewhere else to have it fix,Disagree,jin,yelp_polarity,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
went in to get a quick haircut one morning and the stylist cut my hair crooked i am not sure how she did not notice because it was prerty bad went somewhere else to have it fixed,grabbed in to receives a quick severing one morning and the hairstylist reduction my ponytail perverse i am not sure how she did not notice since it was prerty bad went somewhere else to have it fix,Disagree,jin,yelp_polarity,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
went in to get a quick haircut one morning and the stylist cut my hair crooked i am not sure how she did not notice because it was prerty bad went somewhere else to have it fixed,grabbed in to receives a quick severing one morning and the hairstylist reduction my ponytail perverse i am not sure how she did not notice since it was prerty bad went somewhere else to have it fix,Disagree,jin,yelp_polarity,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
went in to get a quick haircut one morning and the stylist cut my hair crooked i am not sure how she did not notice because it was prerty bad went somewhere else to have it fixed,grabbed in to receives a quick severing one morning and the hairstylist reduction my ponytail perverse i am not sure how she did not notice since it was prerty bad went somewhere else to have it fix,Disagree,jin,yelp_polarity,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
went in to get a quick haircut one morning and the stylist cut my hair crooked i am not sure how she did not notice because it was prerty bad went somewhere else to have it fixed,grabbed in to receives a quick severing one morning and the hairstylist reduction my ponytail perverse i am not sure how she did not notice since it was prerty bad went somewhere else to have it fix,Agree,jin,yelp_polarity,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
went in to get a quick haircut one morning and the stylist cut my hair crooked i am not sure how she did not notice because it was prerty bad went somewhere else to have it fixed,grabbed in to receives a quick severing one morning and the hairstylist reduction my ponytail perverse i am not sure how she did not notice since it was prerty bad went somewhere else to have it fix,Agree,jin,yelp_polarity,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
went in to get a quick haircut one morning and the stylist cut my hair crooked i am not sure how she did not notice because it was prerty bad went somewhere else to have it fixed,grabbed in to receives a quick severing one morning and the hairstylist reduction my ponytail perverse i am not sure how she did not notice since it was prerty bad went somewhere else to have it fix,Agree,jin,yelp_polarity,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
went in to get a quick haircut one morning and the stylist cut my hair crooked i am not sure how she did not notice because it was prerty bad went somewhere else to have it fixed,grabbed in to receives a quick severing one morning and the hairstylist reduction my ponytail perverse i am not sure how she did not notice since it was prerty bad went somewhere else to have it fix,Agree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
as giddy and whimsical and relevant today as it was 270 years ago,as giddy and whimsical and relevant yesterday as it was 270 aging ago,Disagree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
as giddy and whimsical and relevant today as it was 270 years ago,as giddy and whimsical and relevant yesterday as it was 270 aging ago,Disagree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
as giddy and whimsical and relevant today as it was 270 years ago,as giddy and whimsical and relevant yesterday as it was 270 aging ago,Disagree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
as giddy and whimsical and relevant today as it was 270 years ago,as giddy and whimsical and relevant yesterday as it was 270 aging ago,Disagree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
as giddy and whimsical and relevant today as it was 270 years ago,as giddy and whimsical and relevant yesterday as it was 270 aging ago,Not sure,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
as giddy and whimsical and relevant today as it was 270 years ago,as giddy and whimsical and relevant yesterday as it was 270 aging ago,Not sure,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
as giddy and whimsical and relevant today as it was 270 years ago,as giddy and whimsical and relevant yesterday as it was 270 aging ago,Not sure,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
as giddy and whimsical and relevant today as it was 270 years ago,as giddy and whimsical and relevant yesterday as it was 270 aging ago,Agree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
as giddy and whimsical and relevant today as it was 270 years ago,as giddy and whimsical and relevant yesterday as it was 270 aging ago,Agree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
as giddy and whimsical and relevant today as it was 270 years ago,as giddy and whimsical and relevant yesterday as it was 270 aging ago,Agree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
as giddy and whimsical and relevant today as it was 270 years ago,as giddy and whimsical and relevant yesterday as it was 270 aging ago,Agree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
as giddy and whimsical and relevant today as it was 270 years ago,as giddy and whimsical and relevant yesterday as it was 270 aging ago,Strongly Agree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
as giddy and whimsical and relevant today as it was 270 years ago,as giddy and whimsical and relevant yesterday as it was 270 aging ago,Strongly Agree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
as giddy and whimsical and relevant today as it was 270 years ago,as giddy and whimsical and relevant yesterday as it was 270 aging ago,Strongly Agree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
as giddy and whimsical and relevant today as it was 270 years ago,as giddy and whimsical and relevant yesterday as it was 270 aging ago,Strongly Disagree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
as giddy and whimsical and relevant today as it was 270 years ago,as giddy and whimsical and relevant yesterday as it was 270 aging ago,Strongly Disagree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
as giddy and whimsical and relevant today as it was 270 years ago,as giddy and whimsical and relevant yesterday as it was 270 aging ago,Disagree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
as giddy and whimsical and relevant today as it was 270 years ago,as giddy and whimsical and relevant yesterday as it was 270 aging ago,Disagree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
as giddy and whimsical and relevant today as it was 270 years ago,as giddy and whimsical and relevant yesterday as it was 270 aging ago,Not sure,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
as giddy and whimsical and relevant today as it was 270 years ago,as giddy and whimsical and relevant yesterday as it was 270 aging ago,Not sure,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
as giddy and whimsical and relevant today as it was 270 years ago,as giddy and whimsical and relevant yesterday as it was 270 aging ago,Not sure,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
as giddy and whimsical and relevant today as it was 270 years ago,as giddy and whimsical and relevant yesterday as it was 270 aging ago,Agree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
as giddy and whimsical and relevant today as it was 270 years ago,as giddy and whimsical and relevant yesterday as it was 270 aging ago,Agree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
as giddy and whimsical and relevant today as it was 270 years ago,as giddy and whimsical and relevant yesterday as it was 270 aging ago,Strongly Disagree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
as giddy and whimsical and relevant today as it was 270 years ago,as giddy and whimsical and relevant yesterday as it was 270 aging ago,Strongly Disagree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
as giddy and whimsical and relevant today as it was 270 years ago,as giddy and whimsical and relevant yesterday as it was 270 aging ago,Strongly Disagree,jin,movie_review,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,,,
